## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics --BAIT_INTERVALS interval/Illumina_Exome_TargetedRegions_v1.2.hg38.interval_list --TARGET_INTERVALS interval/Illumina_Exome_TargetedRegions_v1.2.hg38.interval_list --INPUT post_aligned/ERR2828404_fixed_sorted.bam --OUTPUT metrics/ERR2828404_HsMetrics.txt --REFERENCE_SEQUENCE ../ref/hg38.p14.fa --METRIC_ACCUMULATION_LEVEL ALL_READS --NEAR_DISTANCE 250 --MINIMUM_MAPPING_QUALITY 20 --MINIMUM_BASE_QUALITY 20 --CLIP_OVERLAPPING_READS true --INCLUDE_INDELS false --COVERAGE_CAP 200 --SAMPLE_SIZE 10000 --ALLELE_FRACTION 0.001 --ALLELE_FRACTION 0.005 --ALLELE_FRACTION 0.01 --ALLELE_FRACTION 0.02 --ALLELE_FRACTION 0.05 --ALLELE_FRACTION 0.1 --ALLELE_FRACTION 0.2 --ALLELE_FRACTION 0.3 --ALLELE_FRACTION 0.5 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Jul 01 11:27:30 EDT 2025

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	BAIT_TERRITORY	BAIT_DESIGN_EFFICIENCY	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	TARGET_TERRITORY	GENOME_SIZE	TOTAL_READS	PF_READS	PF_BASES	PF_UNIQUE_READS	PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_TARGET_BASES	PCT_PF_READS	PCT_PF_UQ_READS	PCT_PF_UQ_READS_ALIGNED	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	MIN_TARGET_COVERAGE	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	PCT_TARGET_BASES_250X	PCT_TARGET_BASES_500X	PCT_TARGET_BASES_1000X	PCT_TARGET_BASES_2500X	PCT_TARGET_BASES_5000X	PCT_TARGET_BASES_10000X	PCT_TARGET_BASES_25000X	PCT_TARGET_BASES_50000X	PCT_TARGET_BASES_100000X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Illumina_Exome_TargetedRegions_v1	45230200	1	2793429699	1552730775	1634031971	0.726759	0.273241	0.642735	61.760277	0.466303	0.377063	34.072503		0	0	0	0	0	0	45230200	3299210039	75391490	75391490	5990590425	75391490	74744994	5980192445	5980192445	2258831373	1	1	0.991425	49.940778	44	1158	0	0.078198	0	0	0.113082	0.011965	0.10071	0.396527	2.497039	0.905069	0.899811	0.868388	0.800431	0.692798	0.563512	0.437452	0.092739	0.001243	0.000038	0.000002	0	0	0	0	0	0	10.143431	1.535275	0.897447	10			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	4293765	0
1	237804	0
2	176152	0
3	158390	0
4	156354	0
5	163496	0
6	172750	0
7	184123	0
8	197560	0
9	212440	0
10	227155	0
11	243068	0
12	260293	11939
13	278180	73000
14	295192	4364029
15	314157	3647394
16	333034	26563477
17	355154	0
18	374185	0
19	393316	0
20	412668	0
21	431793	0
22	446894	854
23	466133	13745
24	482428	237
25	499705	67666
26	513868	6208
27	527964	27969443
28	538512	2260058
29	548278	0
30	559652	21102459
31	569320	22563313
32	576312	10414
33	583527	10526
34	590132	64590154
35	592418	26691308
36	593733	81140416
37	593966	51750526
38	594660	107538950
39	593892	533371008
40	591702	1310162253
41	588601	0
42	585205	0
43	581039	0
44	575432	0
45	569671	0
46	564759	0
47	555725	0
48	548280	0
49	541338	0
50	532578	0
51	525081	0
52	517139	0
53	507151	0
54	499164	0
55	487950	0
56	478443	0
57	466509	0
58	457669	0
59	448474	0
60	436311	0
61	427260	0
62	415423	0
63	405681	0
64	396490	0
65	386855	0
66	377053	0
67	366165	0
68	356774	0
69	345817	0
70	337315	0
71	327220	0
72	317771	0
73	309015	0
74	300558	0
75	290666	0
76	283491	0
77	275179	0
78	266255	0
79	257888	0
80	249592	0
81	244349	0
82	237333	0
83	228429	0
84	222095	0
85	215604	0
86	208985	0
87	202877	0
88	196214	0
89	189857	0
90	183644	0
91	178327	0
92	172259	0
93	166867	0
94	161357	0
95	156474	0
96	151556	0
97	147124	0
98	141642	0
99	137475	0
100	132771	0
101	128125	0
102	124570	0
103	120448	0
104	116423	0
105	112732	0
106	109326	0
107	106529	0
108	102929	0
109	99932	0
110	96580	0
111	93499	0
112	90262	0
113	87006	0
114	83866	0
115	81343	0
116	79080	0
117	76163	0
118	73757	0
119	71491	0
120	69118	0
121	67061	0
122	64373	0
123	62116	0
124	60649	0
125	58715	0
126	56888	0
127	55370	0
128	53419	0
129	51875	0
130	49954	0
131	48670	0
132	47017	0
133	45199	0
134	43618	0
135	41958	0
136	40583	0
137	39297	0
138	37999	0
139	36808	0
140	35301	0
141	34119	0
142	33078	0
143	31882	0
144	31014	0
145	29920	0
146	28576	0
147	27978	0
148	27049	0
149	26566	0
150	25706	0
151	24551	0
152	24605	0
153	23472	0
154	22941	0
155	22216	0
156	21141	0
157	20872	0
158	20163	0
159	19672	0
160	18836	0
161	18613	0
162	17601	0
163	17395	0
164	16678	0
165	16493	0
166	15803	0
167	15358	0
168	14872	0
169	14302	0
170	14000	0
171	13429	0
172	12864	0
173	12304	0
174	12139	0
175	11908	0
176	11297	0
177	11070	0
178	10635	0
179	10570	0
180	10145	0
181	9714	0
182	9606	0
183	9396	0
184	9116	0
185	8963	0
186	8495	0
187	8096	0
188	7766	0
189	7330	0
190	7491	0
191	7308	0
192	6950	0
193	6716	0
194	6581	0
195	6337	0
196	6199	0
197	6154	0
198	5939	0
199	5617	0
200	206193	0

