## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics --BAIT_INTERVALS interval/Illumina_Exome_TargetedRegions_v1.2.hg38.interval_list --TARGET_INTERVALS interval/Illumina_Exome_TargetedRegions_v1.2.hg38.interval_list --INPUT post_aligned/ERR2828408_fixed_sorted.bam --OUTPUT metrics/ERR2828408_HsMetrics.txt --REFERENCE_SEQUENCE ../ref/hg38.p14.fa --METRIC_ACCUMULATION_LEVEL ALL_READS --NEAR_DISTANCE 250 --MINIMUM_MAPPING_QUALITY 20 --MINIMUM_BASE_QUALITY 20 --CLIP_OVERLAPPING_READS true --INCLUDE_INDELS false --COVERAGE_CAP 200 --SAMPLE_SIZE 10000 --ALLELE_FRACTION 0.001 --ALLELE_FRACTION 0.005 --ALLELE_FRACTION 0.01 --ALLELE_FRACTION 0.02 --ALLELE_FRACTION 0.05 --ALLELE_FRACTION 0.1 --ALLELE_FRACTION 0.2 --ALLELE_FRACTION 0.3 --ALLELE_FRACTION 0.5 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Jul 01 11:28:55 EDT 2025

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	BAIT_TERRITORY	BAIT_DESIGN_EFFICIENCY	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	TARGET_TERRITORY	GENOME_SIZE	TOTAL_READS	PF_READS	PF_BASES	PF_UNIQUE_READS	PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_TARGET_BASES	PCT_PF_READS	PCT_PF_UQ_READS	PCT_PF_UQ_READS_ALIGNED	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	MIN_TARGET_COVERAGE	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	PCT_TARGET_BASES_250X	PCT_TARGET_BASES_500X	PCT_TARGET_BASES_1000X	PCT_TARGET_BASES_2500X	PCT_TARGET_BASES_5000X	PCT_TARGET_BASES_10000X	PCT_TARGET_BASES_25000X	PCT_TARGET_BASES_50000X	PCT_TARGET_BASES_100000X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Illumina_Exome_TargetedRegions_v1	45230200	1	3068881846	1715885507	1566998082	0.753297	0.246703	0.641386	67.850282	0.482397	0.382635	35.242538		0	0	0	0	0	0	45230200	3299210039	80418312	80418312	6361738570	80418312	79929387	6351765435	6351765435	2434221266	1	1	0.99392	53.818494	48	1426	0	0.077024	0	0	0.11595	0.017262	0.107576	0.37598	2.562785	0.906984	0.902115	0.872769	0.811689	0.717805	0.601994	0.48276	0.115931	0.00192	0.000062	0.000005	0	0	0	0	0	0	8.861363	1.568993	0.899737	10			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	4207111	0
1	220255	0
2	159119	0
3	147870	0
4	147307	0
5	155488	0
6	162945	0
7	173068	0
8	185529	0
9	196009	0
10	209564	14743
11	222707	229144
12	238422	200458
13	253436	4570206
14	268651	9398205
15	284695	14391664
16	299267	27225518
17	313331	0
18	327800	1848
19	344761	1902
20	359070	59011
21	374980	92521
22	391344	779864
23	404187	127476
24	419937	3532418
25	435240	2016754
26	448136	53837
27	459900	37990720
28	471490	3235342
29	482123	198822
30	493438	31498421
31	502439	33542589
32	509356	754250
33	517978	369242
34	525333	94318711
35	531395	40406943
36	535223	113814137
37	537826	73475808
38	541335	135187790
39	543812	655066059
40	545430	1192592132
41	545872	0
42	545359	0
43	545188	0
44	542435	0
45	541267	0
46	537910	0
47	533831	0
48	530779	0
49	524913	0
50	520681	0
51	516470	0
52	510853	0
53	504372	0
54	497320	0
55	488857	0
56	480361	0
57	473434	0
58	465828	0
59	457907	0
60	449054	0
61	439909	0
62	430818	0
63	422201	0
64	414756	0
65	405216	0
66	394970	0
67	388977	0
68	380232	0
69	371510	0
70	362890	0
71	354668	0
72	345573	0
73	336782	0
74	327769	0
75	319896	0
76	311669	0
77	303184	0
78	294589	0
79	287603	0
80	280659	0
81	272768	0
82	265339	0
83	257918	0
84	250224	0
85	243806	0
86	237252	0
87	229846	0
88	223242	0
89	216894	0
90	210320	0
91	205236	0
92	198826	0
93	192927	0
94	187411	0
95	181945	0
96	177303	0
97	172161	0
98	167610	0
99	161742	0
100	157783	0
101	152675	0
102	147776	0
103	143360	0
104	139251	0
105	133550	0
106	129339	0
107	125239	0
108	121652	0
109	117873	0
110	114579	0
111	111076	0
112	107696	0
113	105277	0
114	101461	0
115	97846	0
116	95845	0
117	92401	0
118	89845	0
119	87356	0
120	84614	0
121	81615	0
122	79704	0
123	77543	0
124	75560	0
125	73252	0
126	70936	0
127	69547	0
128	66436	0
129	64391	0
130	62156	0
131	60053	0
132	58783	0
133	56855	0
134	55186	0
135	53415	0
136	51642	0
137	50287	0
138	48819	0
139	47267	0
140	45695	0
141	44247	0
142	42902	0
143	41408	0
144	40275	0
145	39255	0
146	37325	0
147	36306	0
148	35909	0
149	34556	0
150	33172	0
151	32154	0
152	31554	0
153	30615	0
154	29524	0
155	28621	0
156	27759	0
157	27045	0
158	25808	0
159	25119	0
160	24357	0
161	23755	0
162	23205	0
163	22381	0
164	21797	0
165	20895	0
166	20514	0
167	19611	0
168	19552	0
169	18681	0
170	18192	0
171	18038	0
172	17305	0
173	16845	0
174	16581	0
175	16002	0
176	15845	0
177	15234	0
178	14854	0
179	14164	0
180	13977	0
181	13474	0
182	13007	0
183	12633	0
184	12449	0
185	12014	0
186	11721	0
187	11403	0
188	11216	0
189	10782	0
190	10365	0
191	10143	0
192	9902	0
193	9616	0
194	9394	0
195	8963	0
196	8895	0
197	8636	0
198	8382	0
199	8443	0
200	301148	0

