## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics --BAIT_INTERVALS interval/Illumina_Exome_TargetedRegions_v1.2.hg38.interval_list --TARGET_INTERVALS interval/Illumina_Exome_TargetedRegions_v1.2.hg38.interval_list --INPUT post_aligned/ERR2828357_fixed_sorted.bam --OUTPUT metrics/ERR2828357_HsMetrics.txt --REFERENCE_SEQUENCE ../ref/hg38.p14.fa --METRIC_ACCUMULATION_LEVEL ALL_READS --NEAR_DISTANCE 250 --MINIMUM_MAPPING_QUALITY 20 --MINIMUM_BASE_QUALITY 20 --CLIP_OVERLAPPING_READS true --INCLUDE_INDELS false --COVERAGE_CAP 200 --SAMPLE_SIZE 10000 --ALLELE_FRACTION 0.001 --ALLELE_FRACTION 0.005 --ALLELE_FRACTION 0.01 --ALLELE_FRACTION 0.02 --ALLELE_FRACTION 0.05 --ALLELE_FRACTION 0.1 --ALLELE_FRACTION 0.2 --ALLELE_FRACTION 0.3 --ALLELE_FRACTION 0.5 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Jul 01 11:31:55 EDT 2025

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	BAIT_TERRITORY	BAIT_DESIGN_EFFICIENCY	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	TARGET_TERRITORY	GENOME_SIZE	TOTAL_READS	PF_READS	PF_BASES	PF_UNIQUE_READS	PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_TARGET_BASES	PCT_PF_READS	PCT_PF_UQ_READS	PCT_PF_UQ_READS_ALIGNED	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	MIN_TARGET_COVERAGE	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	PCT_TARGET_BASES_250X	PCT_TARGET_BASES_500X	PCT_TARGET_BASES_1000X	PCT_TARGET_BASES_2500X	PCT_TARGET_BASES_5000X	PCT_TARGET_BASES_10000X	PCT_TARGET_BASES_25000X	PCT_TARGET_BASES_50000X	PCT_TARGET_BASES_100000X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Illumina_Exome_TargetedRegions_v1	45230200	1	3208789187	1972200127	1867142062	0.735087	0.264913	0.619339	70.943511	0.45404	0.36938	33.208454		0	0	0	0	0	0	45230200	3299210039	89874932	89874932	7067191870	89874932	88615016	7048131376	7048131376	2610475816	1	1	0.985981	57.715328	53	1004	0	0.076097	0	0	0.115788	0.018352	0.088223	0.407262	2.404805	0.907858	0.903039	0.878733	0.831493	0.755103	0.653523	0.539655	0.135239	0.001768	0.000055	0	0	0	0	0	0	0	7.294904	2.002153	0.901303	10			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	4167587	0
1	217961	0
2	148541	0
3	130548	0
4	125421	0
5	126999	0
6	131605	0
7	137145	0
8	145173	0
9	153956	0
10	162140	0
11	171692	0
12	182932	677
13	194277	4488
14	205881	6712767
15	218120	5702145
16	230066	47757990
17	243521	0
18	256429	0
19	271619	0
20	284246	0
21	298256	0
22	312785	0
23	326094	970
24	339609	0
25	353994	13196
26	365779	721
27	379111	46852851
28	391535	3567635
29	403710	0
30	414169	34307208
31	425851	36161916
32	436839	963
33	446276	1052
34	458585	102369726
35	468139	41486746
36	475039	123870216
37	483663	80606258
38	488712	150650987
39	497239	711272524
40	502129	1265320976
41	506821	0
42	511394	0
43	514257	0
44	517024	0
45	519724	0
46	519640	0
47	518838	0
48	520009	0
49	520412	0
50	518803	0
51	518684	0
52	514606	0
53	511521	0
54	505907	0
55	500634	0
56	498640	0
57	493703	0
58	488162	0
59	483592	0
60	477687	0
61	471632	0
62	465317	0
63	457971	0
64	451273	0
65	443381	0
66	435125	0
67	425346	0
68	417884	0
69	411347	0
70	404496	0
71	397358	0
72	389570	0
73	380785	0
74	375510	0
75	365502	0
76	357900	0
77	348397	0
78	340507	0
79	332433	0
80	324043	0
81	315048	0
82	308004	0
83	300914	0
84	293739	0
85	286919	0
86	278791	0
87	272238	0
88	265562	0
89	257223	0
90	251129	0
91	243819	0
92	236917	0
93	229846	0
94	223163	0
95	216207	0
96	209817	0
97	204266	0
98	197823	0
99	192659	0
100	186957	0
101	181156	0
102	176181	0
103	170521	0
104	165482	0
105	160638	0
106	155939	0
107	151652	0
108	147083	0
109	142021	0
110	137755	0
111	133574	0
112	129670	0
113	125104	0
114	121372	0
115	118537	0
116	114131	0
117	111257	0
118	107767	0
119	104129	0
120	100611	0
121	97578	0
122	94185	0
123	91731	0
124	88897	0
125	86352	0
126	83259	0
127	80797	0
128	77810	0
129	75761	0
130	73789	0
131	70436	0
132	68905	0
133	66194	0
134	64511	0
135	62832	0
136	60720	0
137	58842	0
138	57159	0
139	55052	0
140	53324	0
141	51572	0
142	49982	0
143	48621	0
144	47185	0
145	45299	0
146	43803	0
147	42334	0
148	41337	0
149	40345	0
150	38642	0
151	37871	0
152	36680	0
153	35249	0
154	34447	0
155	33237	0
156	31982	0
157	31452	0
158	30325	0
159	29343	0
160	28530	0
161	27637	0
162	26896	0
163	26159	0
164	25398	0
165	24314	0
166	23538	0
167	22926	0
168	22393	0
169	21684	0
170	20885	0
171	20089	0
172	19640	0
173	18900	0
174	18301	0
175	18168	0
176	17323	0
177	16915	0
178	16195	0
179	15822	0
180	15586	0
181	14882	0
182	14480	0
183	13899	0
184	13414	0
185	13059	0
186	12459	0
187	12142	0
188	11642	0
189	11131	0
190	10925	0
191	10518	0
192	10297	0
193	9920	0
194	9626	0
195	9432	0
196	9110	0
197	8934	0
198	8674	0
199	8321	0
200	297367	0

