## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics --BAIT_INTERVALS interval/Illumina_Exome_TargetedRegions_v1.2.hg38.interval_list --TARGET_INTERVALS interval/Illumina_Exome_TargetedRegions_v1.2.hg38.interval_list --INPUT post_aligned/ERR2828368_fixed_sorted.bam --OUTPUT metrics/ERR2828368_HsMetrics.txt --REFERENCE_SEQUENCE ../ref/hg38.p14.fa --METRIC_ACCUMULATION_LEVEL ALL_READS --NEAR_DISTANCE 250 --MINIMUM_MAPPING_QUALITY 20 --MINIMUM_BASE_QUALITY 20 --CLIP_OVERLAPPING_READS true --INCLUDE_INDELS false --COVERAGE_CAP 200 --SAMPLE_SIZE 10000 --ALLELE_FRACTION 0.001 --ALLELE_FRACTION 0.005 --ALLELE_FRACTION 0.01 --ALLELE_FRACTION 0.02 --ALLELE_FRACTION 0.05 --ALLELE_FRACTION 0.1 --ALLELE_FRACTION 0.2 --ALLELE_FRACTION 0.3 --ALLELE_FRACTION 0.5 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Jul 01 11:31:18 EDT 2025

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	BAIT_TERRITORY	BAIT_DESIGN_EFFICIENCY	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	TARGET_TERRITORY	GENOME_SIZE	TOTAL_READS	PF_READS	PF_BASES	PF_UNIQUE_READS	PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_TARGET_BASES	PCT_PF_READS	PCT_PF_UQ_READS	PCT_PF_UQ_READS_ALIGNED	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	MIN_TARGET_COVERAGE	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	PCT_TARGET_BASES_250X	PCT_TARGET_BASES_500X	PCT_TARGET_BASES_1000X	PCT_TARGET_BASES_2500X	PCT_TARGET_BASES_5000X	PCT_TARGET_BASES_10000X	PCT_TARGET_BASES_25000X	PCT_TARGET_BASES_50000X	PCT_TARGET_BASES_100000X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Illumina_Exome_TargetedRegions_v1	45230200	1	3260364527	2010298544	1861792753	0.738969	0.261031	0.618587	72.083796	0.455922	0.371079	33.343296		0	0	0	0	0	0	45230200	3299210039	90984654	90984654	7151140505	90984654	89725999	7132455824	7132455824	2653639384	1	1	0.986166	58.669636	54	971	0	0.076958	0	0	0.112022	0.019718	0.087968	0.408243	2.346785	0.907302	0.902311	0.879068	0.834589	0.761874	0.663311	0.551363	0.140606	0.00197	0.000065	0	0	0	0	0	0	0	6.793374	2.026205	0.900694	10			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	4192768	0
1	225732	0
2	153362	0
3	128349	0
4	122774	0
5	121225	0
6	121785	0
7	126961	0
8	134892	0
9	141926	0
10	148531	0
11	159820	0
12	172358	13
13	184260	99
14	194602	7139912
15	206547	6020930
16	217763	52352370
17	230163	0
18	242823	0
19	254943	0
20	268818	0
21	282613	0
22	297265	0
23	310153	88
24	322723	0
25	333376	1826
26	348617	88
27	361075	50403711
28	375438	3913615
29	388819	0
30	399743	37859325
31	412101	38558371
32	423158	114
33	432360	80
34	442656	110302745
35	451842	44601443
36	460144	133046262
37	470642	86708181
38	478583	159944908
39	486779	741282415
40	490730	1231507606
41	497004	0
42	501612	0
43	505404	0
44	507742	0
45	508992	0
46	510100	0
47	513116	0
48	514198	0
49	514545	0
50	514365	0
51	511662	0
52	512532	0
53	509154	0
54	504622	0
55	503001	0
56	498243	0
57	494259	0
58	490089	0
59	482784	0
60	478006	0
61	472041	0
62	466571	0
63	459974	0
64	453983	0
65	446824	0
66	440994	0
67	434564	0
68	427702	0
69	418212	0
70	411014	0
71	403656	0
72	396418	0
73	388662	0
74	381962	0
75	373129	0
76	366381	0
77	357635	0
78	348306	0
79	340371	0
80	331393	0
81	324486	0
82	318358	0
83	310358	0
84	303147	0
85	295875	0
86	287829	0
87	279920	0
88	274511	0
89	267277	0
90	259011	0
91	253169	0
92	246847	0
93	240262	0
94	232732	0
95	226822	0
96	219203	0
97	213198	0
98	206116	0
99	201014	0
100	194130	0
101	189503	0
102	183459	0
103	177509	0
104	171990	0
105	166534	0
106	161242	0
107	155074	0
108	150418	0
109	146675	0
110	143083	0
111	138301	0
112	133935	0
113	130271	0
114	126445	0
115	122497	0
116	118272	0
117	115124	0
118	112103	0
119	108086	0
120	104182	0
121	101435	0
122	98259	0
123	95643	0
124	92713	0
125	89422	0
126	87211	0
127	84711	0
128	81814	0
129	79155	0
130	76141	0
131	73539	0
132	71157	0
133	69145	0
134	66754	0
135	64383	0
136	63660	0
137	61517	0
138	58888	0
139	57296	0
140	55256	0
141	53629	0
142	51408	0
143	50345	0
144	48983	0
145	48096	0
146	46400	0
147	45185	0
148	43773	0
149	42230	0
150	41076	0
151	39860	0
152	38257	0
153	36994	0
154	35412	0
155	34772	0
156	33564	0
157	32071	0
158	31088	0
159	30276	0
160	28900	0
161	28056	0
162	27247	0
163	25955	0
164	25544	0
165	24436	0
166	24162	0
167	23407	0
168	22561	0
169	21904	0
170	21218	0
171	20680	0
172	20101	0
173	19401	0
174	18923	0
175	18233	0
176	17915	0
177	17075	0
178	16845	0
179	16138	0
180	15579	0
181	15174	0
182	14694	0
183	14473	0
184	13826	0
185	13482	0
186	13020	0
187	12507	0
188	12186	0
189	12044	0
190	11751	0
191	11146	0
192	10967	0
193	10641	0
194	10444	0
195	9995	0
196	9823	0
197	9626	0
198	9291	0
199	8856	0
200	321047	0

