## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics --BAIT_INTERVALS interval/Illumina_Exome_TargetedRegions_v1.2.hg38.interval_list --TARGET_INTERVALS interval/Illumina_Exome_TargetedRegions_v1.2.hg38.interval_list --INPUT post_aligned/ERR2828359_fixed_sorted.bam --OUTPUT metrics/ERR2828359_HsMetrics.txt --REFERENCE_SEQUENCE ../ref/hg38.p14.fa --METRIC_ACCUMULATION_LEVEL ALL_READS --NEAR_DISTANCE 250 --MINIMUM_MAPPING_QUALITY 20 --MINIMUM_BASE_QUALITY 20 --CLIP_OVERLAPPING_READS true --INCLUDE_INDELS false --COVERAGE_CAP 200 --SAMPLE_SIZE 10000 --ALLELE_FRACTION 0.001 --ALLELE_FRACTION 0.005 --ALLELE_FRACTION 0.01 --ALLELE_FRACTION 0.02 --ALLELE_FRACTION 0.05 --ALLELE_FRACTION 0.1 --ALLELE_FRACTION 0.2 --ALLELE_FRACTION 0.3 --ALLELE_FRACTION 0.5 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Jul 01 11:39:07 EDT 2025

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	BAIT_TERRITORY	BAIT_DESIGN_EFFICIENCY	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	TARGET_TERRITORY	GENOME_SIZE	TOTAL_READS	PF_READS	PF_BASES	PF_UNIQUE_READS	PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_TARGET_BASES	PCT_PF_READS	PCT_PF_UQ_READS	PCT_PF_UQ_READS_ALIGNED	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	MIN_TARGET_COVERAGE	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	PCT_TARGET_BASES_250X	PCT_TARGET_BASES_500X	PCT_TARGET_BASES_1000X	PCT_TARGET_BASES_2500X	PCT_TARGET_BASES_5000X	PCT_TARGET_BASES_10000X	PCT_TARGET_BASES_25000X	PCT_TARGET_BASES_50000X	PCT_TARGET_BASES_100000X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
Illumina_Exome_TargetedRegions_v1	45230200	1	4115534338	2549495454	2479453606	0.728858	0.271142	0.617482	90.99085	0.44884	0.363626	32.828309		0	0	0	0	0	0	45230200	3299210039	116799976	116799976	9169258189	116799976	115069269	9144483398	9144483398	3334181910	1	1	0.985182	73.715834	68	1457	0	0.075438	0	0	0.112904	0.019136	0.091659	0.411693	2.30362	0.909317	0.904878	0.887278	0.859139	0.815145	0.75198	0.672161	0.258512	0.006552	0.0002	0.00001	0	0	0	0	0	0	5.830261	1.948052	0.903831	10			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	4101588	0
1	200784	0
2	128312	0
3	108672	0
4	95042	0
5	89296	0
6	88882	0
7	91186	0
8	95198	0
9	99478	0
10	103501	0
11	106950	0
12	112186	868
13	117849	5644
14	122810	8696284
15	128780	7405956
16	134023	63341058
17	141669	0
18	148579	0
19	156384	0
20	163817	0
21	170779	0
22	177582	0
23	184950	1154
24	191558	0
25	201110	16909
26	211538	992
27	220417	61407417
28	229858	4612234
29	238237	0
30	245511	45076648
31	255943	47477287
32	264361	1142
33	272857	1183
34	282107	133624023
35	290849	53732849
36	298874	161650137
37	306826	105360295
38	315731	194093152
39	323932	914825527
40	330550	1564094669
41	338908	0
42	346142	0
43	353240	0
44	359263	0
45	362872	0
46	370519	0
47	377683	0
48	383502	0
49	387545	0
50	391511	0
51	396405	0
52	399529	0
53	404340	0
54	406123	0
55	408107	0
56	410399	0
57	411929	0
58	412687	0
59	414557	0
60	415955	0
61	415903	0
62	417831	0
63	417472	0
64	418940	0
65	417587	0
66	417401	0
67	415266	0
68	414973	0
69	413022	0
70	409304	0
71	406232	0
72	402483	0
73	399888	0
74	396106	0
75	394344	0
76	390590	0
77	385287	0
78	380975	0
79	376661	0
80	372986	0
81	369023	0
82	364206	0
83	360227	0
84	356357	0
85	350738	0
86	346719	0
87	340692	0
88	335164	0
89	330809	0
90	325721	0
91	321311	0
92	314746	0
93	309757	0
94	304606	0
95	299471	0
96	294984	0
97	288478	0
98	283061	0
99	278562	0
100	273480	0
101	268529	0
102	263859	0
103	257718	0
104	253673	0
105	248165	0
106	243948	0
107	239803	0
108	234148	0
109	231003	0
110	224925	0
111	220539	0
112	215925	0
113	211388	0
114	206672	0
115	202398	0
116	198395	0
117	194079	0
118	188321	0
119	184223	0
120	180944	0
121	176386	0
122	171651	0
123	167270	0
124	162846	0
125	159004	0
126	155828	0
127	151999	0
128	148077	0
129	144335	0
130	141128	0
131	137076	0
132	133537	0
133	130736	0
134	127126	0
135	124074	0
136	119951	0
137	116984	0
138	114216	0
139	110953	0
140	108376	0
141	104874	0
142	102230	0
143	100246	0
144	97948	0
145	95384	0
146	92149	0
147	89600	0
148	88195	0
149	85692	0
150	83185	0
151	81530	0
152	79377	0
153	76935	0
154	74874	0
155	73305	0
156	71619	0
157	69240	0
158	68006	0
159	65551	0
160	63889	0
161	62609	0
162	60926	0
163	59498	0
164	57788	0
165	56257	0
166	54680	0
167	53540	0
168	52396	0
169	50664	0
170	49204	0
171	48048	0
172	46547	0
173	45441	0
174	44205	0
175	42912	0
176	42514	0
177	41090	0
178	39849	0
179	38873	0
180	37646	0
181	36852	0
182	35896	0
183	34668	0
184	33965	0
185	33510	0
186	32087	0
187	31070	0
188	30663	0
189	29628	0
190	29167	0
191	28237	0
192	27689	0
193	27241	0
194	26296	0
195	25895	0
196	24974	0
197	24387	0
198	23563	0
199	23255	0
200	941298	0

