## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates  --INPUT post_aligned/ERR2828406_fixed_sorted.bam --OUTPUT post_aligned/ERR2828406_fixed_sorted_markdup.bam --METRICS_FILE post_aligned/ERR2828406_markdup.txt --CREATE_INDEX true  --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Jun 25 11:20:57 EDT 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	396454	40764637	8568	492600	140582	1218381	0	0.03146	668295372

## HISTOGRAM	java.lang.Double
BIN	VALUE	all_sets	non_optical_sets
1.0	1	38358082	38358082
2.0	1.940825	1158802	1158802
3.0	2.825977	28559	28559
4.0	3.658751	791	791
5.0	4.442245	22	22
6.0	5.179376	0	0
7.0	5.872887	0	0
8.0	6.52536	0	0
9.0	7.139223	0	0
10.0	7.716761	0	0
11.0	8.260123	0	0
12.0	8.771332	0	0
13.0	9.25229	0	0
14.0	9.704787	0	0
15.0	10.130508	0	0
16.0	10.531037	0	0
17.0	10.907865	0	0
18.0	11.262394	0	0
19.0	11.595944	0	0
20.0	11.909756	0	0
21.0	12.204999	0	0
22.0	12.48277	0	0
23.0	12.744104	0	0
24.0	12.989974	0	0
25.0	13.221295	0	0
26.0	13.438927	0	0
27.0	13.643681	0	0
28.0	13.836319	0	0
29.0	14.017557	0	0
30.0	14.188071	0	0
31.0	14.348494	0	0
32.0	14.499425	0	0
33.0	14.641424	0	0
34.0	14.77502	0	0
35.0	14.900711	0	0
36.0	15.018964	0	0
37.0	15.13022	0	0
38.0	15.234892	0	0
39.0	15.33337	0	0
40.0	15.426021	0	0
41.0	15.513189	0	0
42.0	15.595199	0	0
43.0	15.672356	0	0
44.0	15.744947	0	0
45.0	15.813243	0	0
46.0	15.877497	0	0
47.0	15.937949	0	0
48.0	15.994824	0	0
49.0	16.048333	0	0
50.0	16.098676	0	0
51.0	16.14604	0	0
52.0	16.190601	0	0
53.0	16.232525	0	0
54.0	16.271968	0	0
55.0	16.309077	0	0
56.0	16.343991	0	0
57.0	16.376838	0	0
58.0	16.407742	0	0
59.0	16.436817	0	0
60.0	16.464171	0	0
61.0	16.489907	0	0
62.0	16.514119	0	0
63.0	16.5369	0	0
64.0	16.558332	0	0
65.0	16.578495	0	0
66.0	16.597466	0	0
67.0	16.615314	0	0
68.0	16.632106	0	0
69.0	16.647904	0	0
70.0	16.662767	0	0
71.0	16.676751	0	0
72.0	16.689907	0	0
73.0	16.702285	0	0
74.0	16.713931	0	0
75.0	16.724887	0	0
76.0	16.735195	0	0
77.0	16.744893	0	0
78.0	16.754017	0	0
79.0	16.762601	0	0
80.0	16.770677	0	0
81.0	16.778275	0	0
82.0	16.785424	0	0
83.0	16.792149	0	0
84.0	16.798477	0	0
85.0	16.80443	0	0
86.0	16.810031	0	0
87.0	16.815301	0	0
88.0	16.820258	0	0
89.0	16.824923	0	0
90.0	16.829311	0	0
91.0	16.83344	0	0
92.0	16.837324	0	0
93.0	16.840978	0	0
94.0	16.844417	0	0
95.0	16.847651	0	0
96.0	16.850695	0	0
97.0	16.853558	0	0
98.0	16.856252	0	0
99.0	16.858786	0	0
100.0	16.86117	0	0

