## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates  --INPUT post_aligned/ERR2828404_fixed_sorted.bam --OUTPUT post_aligned/ERR2828404_fixed_sorted_markdup.bam --METRICS_FILE post_aligned/ERR2828404_markdup.txt --CREATE_INDEX true  --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Jun 25 11:17:57 EDT 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
1	526722	37109136	7050	646496	172934	1171256	0	0.033654	575432154

## HISTOGRAM	java.lang.Double
BIN	VALUE	all_sets	non_optical_sets
1.0	1	34785636	34785636
2.0	1.937546	1133699	1133699
3.0	2.816539	18094	18094
4.0	3.640636	438	438
5.0	4.413265	10	10
6.0	5.13764	3	3
7.0	5.816775	0	0
8.0	6.453496	0	0
9.0	7.050451	0	0
10.0	7.610124	0	0
11.0	8.134844	0	0
12.0	8.626792	0	0
13.0	9.088017	0	0
14.0	9.520436	0	0
15.0	9.92585	0	0
16.0	10.305944	0	0
17.0	10.662299	0	0
18.0	10.996399	0	0
19.0	11.309633	0	0
20.0	11.603304	0	0
21.0	11.878635	0	0
22.0	12.13677	0	0
23.0	12.378783	0	0
24.0	12.605682	0	0
25.0	12.81841	0	0
26.0	13.017853	0	0
27.0	13.204839	0	0
28.0	13.380148	0	0
29.0	13.544508	0	0
30.0	13.698603	0	0
31.0	13.843074	0	0
32.0	13.978523	0	0
33.0	14.105512	0	0
34.0	14.22457	0	0
35.0	14.336193	0	0
36.0	14.440844	0	0
37.0	14.53896	0	0
38.0	14.630948	0	0
39.0	14.717191	0	0
40.0	14.798047	0	0
41.0	14.873854	0	0
42.0	14.944927	0	0
43.0	15.01156	0	0
44.0	15.074032	0	0
45.0	15.132603	0	0
46.0	15.187516	0	0
47.0	15.238999	0	0
48.0	15.287267	0	0
49.0	15.33252	0	0
50.0	15.374947	0	0
51.0	15.414724	0	0
52.0	15.452017	0	0
53.0	15.486981	0	0
54.0	15.519762	0	0
55.0	15.550495	0	0
56.0	15.579309	0	0
57.0	15.606323	0	0
58.0	15.63165	0	0
59.0	15.655395	0	0
60.0	15.677657	0	0
61.0	15.698529	0	0
62.0	15.718098	0	0
63.0	15.736444	0	0
64.0	15.753644	0	0
65.0	15.769771	0	0
66.0	15.78489	0	0
67.0	15.799065	0	0
68.0	15.812354	0	0
69.0	15.824814	0	0
70.0	15.836495	0	0
71.0	15.847447	0	0
72.0	15.857715	0	0
73.0	15.867342	0	0
74.0	15.876367	0	0
75.0	15.884829	0	0
76.0	15.892762	0	0
77.0	15.9002	0	0
78.0	15.907174	0	0
79.0	15.913711	0	0
80.0	15.919841	0	0
81.0	15.925587	0	0
82.0	15.930975	0	0
83.0	15.936027	0	0
84.0	15.940762	0	0
85.0	15.945202	0	0
86.0	15.949365	0	0
87.0	15.953268	0	0
88.0	15.956927	0	0
89.0	15.960358	0	0
90.0	15.963574	0	0
91.0	15.966589	0	0
92.0	15.969416	0	0
93.0	15.972067	0	0
94.0	15.974552	0	0
95.0	15.976882	0	0
96.0	15.979066	0	0
97.0	15.981114	0	0
98.0	15.983034	0	0
99.0	15.984834	0	0
100.0	15.986521	0	0

