## htsjdk.samtools.metrics.StringHeader
# CollectHsMetrics --BAIT_INTERVALS /users/PYS1149/joyita/Geval/ref/hglft_genome_2e9ec1_76c970.interval_list --TARGET_INTERVALS /users/PYS1149/joyita/Geval/ref/hglft_genome_2e9ec1_76c970.interval_list --INPUT /users/PYS1149/joyita/Geval/post_aligned/SRR11389057_fixed_sorted.bam --OUTPUT /users/PYS1149/joyita/Geval/metrics/SRR11389057_HsMetrics.txt --REFERENCE_SEQUENCE /users/PYS1149/joyita/Geval/ref/hg38.p14.fa --METRIC_ACCUMULATION_LEVEL ALL_READS --NEAR_DISTANCE 250 --MINIMUM_MAPPING_QUALITY 20 --MINIMUM_BASE_QUALITY 20 --CLIP_OVERLAPPING_READS true --INCLUDE_INDELS false --COVERAGE_CAP 200 --SAMPLE_SIZE 10000 --ALLELE_FRACTION 0.001 --ALLELE_FRACTION 0.005 --ALLELE_FRACTION 0.01 --ALLELE_FRACTION 0.02 --ALLELE_FRACTION 0.05 --ALLELE_FRACTION 0.1 --ALLELE_FRACTION 0.2 --ALLELE_FRACTION 0.3 --ALLELE_FRACTION 0.5 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Apr 05 07:24:10 EDT 2025

## METRICS CLASS	picard.analysis.directed.HsMetrics
BAIT_SET	BAIT_TERRITORY	BAIT_DESIGN_EFFICIENCY	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	TARGET_TERRITORY	GENOME_SIZE	TOTAL_READS	PF_READS	PF_BASES	PF_UNIQUE_READS	PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_TARGET_BASES	PCT_PF_READS	PCT_PF_UQ_READS	PCT_PF_UQ_READS_ALIGNED	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	MAX_TARGET_COVERAGE	MIN_TARGET_COVERAGE	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	PCT_TARGET_BASES_250X	PCT_TARGET_BASES_500X	PCT_TARGET_BASES_1000X	PCT_TARGET_BASES_2500X	PCT_TARGET_BASES_5000X	PCT_TARGET_BASES_10000X	PCT_TARGET_BASES_25000X	PCT_TARGET_BASES_50000X	PCT_TARGET_BASES_100000X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP
hglft_genome_2e9ec1_76c970	11918582	1	1015162604	190057523	591423900	0.670817	0.329183	0.842305	85.17478	0.561954	0.343989	156.407995		0	0	0	0	0	0	11918582	3299210039	26056502	26056502	1806488217	26056502	25488091	1796644027	1796644027	621412314	1	1	0.978185	52.138108	0	9086	0	0.93077	0	0	0.050042	0.019247	0.32661	0.258237	?	0.044588	0.035782	0.031871	0.03136	0.03118	0.031043	0.030927	0.030558	0.029586	0.02741	0.021547	0.006412	0.000226	0	0	0	0	9.205054	3.914332	0.037644	0			

## HISTOGRAM	java.lang.Integer
coverage_or_base_quality	high_quality_coverage_count	unfiltered_baseq_count
0	11387153	0
1	104959	0
2	26152	0
3	7886	0
4	4155	0
5	2304	0
6	1869	0
7	1498	0
8	1500	0
9	1244	0
10	1036	0
11	930	0
12	785	0
13	730	0
14	688	1983431
15	466	0
16	429	0
17	379	0
18	317	0
19	331	0
20	303	0
21	245	486876
22	254	0
23	214	0
24	199	0
25	179	0
26	211	0
27	162	1150247
28	213	0
29	167	0
30	192	0
31	202	0
32	172	4749465
33	161	0
34	163	0
35	148	0
36	143	64998565
37	152	0
38	139	0
39	160	0
40	172	0
41	140	0
42	148	0
43	158	0
44	166	0
45	142	0
46	110	0
47	119	0
48	123	0
49	112	0
50	114	0
51	111	0
52	118	0
53	106	0
54	109	0
55	135	0
56	88	0
57	85	0
58	68	0
59	88	0
60	78	0
61	88	0
62	87	0
63	72	0
64	82	0
65	78	0
66	76	0
67	83	0
68	76	0
69	88	0
70	89	0
71	108	0
72	95	0
73	93	0
74	85	0
75	87	0
76	97	0
77	111	0
78	93	0
79	64	0
80	102	0
81	113	0
82	84	0
83	80	0
84	72	0
85	92	0
86	76	0
87	88	0
88	67	0
89	85	0
90	80	0
91	74	0
92	70	0
93	70	0
94	63	0
95	93	0
96	77	0
97	92	0
98	83	0
99	82	0
100	68	0
101	62	0
102	69	0
103	90	0
104	90	0
105	72	0
106	88	0
107	63	0
108	73	0
109	60	0
110	41	0
111	56	0
112	73	0
113	66	0
114	59	0
115	86	0
116	91	0
117	87	0
118	78	0
119	81	0
120	70	0
121	71	0
122	71	0
123	61	0
124	61	0
125	72	0
126	78	0
127	65	0
128	69	0
129	73	0
130	64	0
131	75	0
132	72	0
133	70	0
134	69	0
135	67	0
136	59	0
137	70	0
138	81	0
139	81	0
140	82	0
141	83	0
142	85	0
143	74	0
144	60	0
145	75	0
146	76	0
147	75	0
148	63	0
149	69	0
150	66	0
151	67	0
152	70	0
153	58	0
154	66	0
155	69	0
156	58	0
157	90	0
158	69	0
159	78	0
160	59	0
161	77	0
162	67	0
163	75	0
164	71	0
165	76	0
166	70	0
167	59	0
168	75	0
169	70	0
170	90	0
171	62	0
172	86	0
173	76	0
174	68	0
175	74	0
176	66	0
177	82	0
178	93	0
179	82	0
180	89	0
181	82	0
182	87	0
183	84	0
184	63	0
185	84	0
186	88	0
187	83	0
188	76	0
189	93	0
190	104	0
191	90	0
192	81	0
193	97	0
194	73	0
195	93	0
196	77	0
197	73	0
198	97	0
199	99	0
200	356731	0

