# This file was produced by samtools stats (1.21+htslib-1.21) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats /users/PYS1149/joyita/Geval/post_aligned/SRR11389057_fixed_sorted.bam
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	a9749d48	973acb98	6f4d41aa
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	26056502	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	26056502
SN	is sorted:	1
SN	1st fragments:	13028251
SN	last fragments:	13028251
SN	reads mapped:	25488091
SN	reads mapped and paired:	25074570	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	568411
SN	reads properly paired:	24871766	# proper-pair bit set
SN	reads paired:	26056502	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	1245345	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	21262
SN	supplementary alignments:	0
SN	total length:	1806488217	# ignores clipping
SN	total first fragment length:	914683155	# ignores clipping
SN	total last fragment length:	891805062	# ignores clipping
SN	bases mapped:	1799689347	# ignores clipping
SN	bases mapped (cigar):	1796710137	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	2808390	# from NM fields
SN	error rate:	1.563073e-03	# mismatches / bases mapped (cigar)
SN	average length:	69
SN	average first fragment length:	70
SN	average last fragment length:	68
SN	maximum length:	81
SN	maximum first fragment length:	81
SN	maximum last fragment length:	81
SN	average quality:	34.9
SN	insert size average:	69.8
SN	insert size standard deviation:	34.4
SN	inward oriented pairs:	4312330
SN	outward oriented pairs:	8150361
SN	pairs with other orientation:	2891
SN	pairs on different chromosomes:	71703
SN	percentage of properly paired reads (%):	95.5
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	30	0	0	0	0	0	0	0	0	0	0	0	205851	0	0	0	0	0	0	73331	0	0	0	0	0	7346	0	0	0	0	542780	0	0	0	12198913	0
FFQ	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	210870	0	0	0	0	0	0	71718	0	0	0	0	0	10975	0	0	0	0	553359	0	0	0	12176207	0
FFQ	3	0	0	11	0	0	0	0	0	0	0	0	0	0	0	216412	0	0	0	0	0	0	68582	0	0	0	0	0	14178	0	0	0	0	561892	0	0	0	12156719	0
FFQ	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223581	0	0	0	0	0	0	67990	0	0	0	0	0	17505	0	0	0	0	567448	0	0	0	12135408	0
FFQ	5	0	0	60	0	0	0	0	0	0	0	0	0	0	0	231025	0	0	0	0	0	0	65561	0	0	0	0	0	23837	0	0	0	0	571261	0	0	0	12113423	0
FFQ	6	0	0	113	0	0	0	0	0	0	0	0	0	0	0	241463	0	0	0	0	0	0	64000	0	0	0	0	0	28115	0	0	0	0	574869	0	0	0	12089150	0
FFQ	7	0	0	120	0	0	0	0	0	0	0	0	0	0	0	253860	0	0	0	0	0	0	62142	0	0	0	0	0	36172	0	0	0	0	579504	0	0	0	12058815	0
FFQ	8	0	0	350	0	0	0	0	0	0	0	0	0	0	0	252963	0	0	0	0	0	0	55931	0	0	0	0	0	43457	0	0	0	0	573383	0	0	0	12057415	0
FFQ	9	0	0	183	0	0	0	0	0	0	0	0	0	0	0	255639	0	0	0	0	0	0	53779	0	0	0	0	0	48371	0	0	0	0	569993	0	0	0	12048228	0
FFQ	10	0	0	12	0	0	0	0	0	0	0	0	0	0	0	258038	0	0	0	0	0	0	51458	0	0	0	0	0	54025	0	0	0	0	568466	0	0	0	12036671	0
FFQ	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262107	0	0	0	0	0	0	49835	0	0	0	0	0	56801	0	0	0	0	567829	0	0	0	12024582	0
FFQ	12	0	0	29	0	0	0	0	0	0	0	0	0	0	0	267831	0	0	0	0	0	0	46130	0	0	0	0	0	64212	0	0	0	0	572640	0	0	0	12002907	0
FFQ	13	0	0	172	0	0	0	0	0	0	0	0	0	0	0	276485	0	0	0	0	0	0	43428	0	0	0	0	0	69513	0	0	0	0	574720	0	0	0	11981645	0
FFQ	14	0	0	175	0	0	0	0	0	0	0	0	0	0	0	282018	0	0	0	0	0	0	42335	0	0	0	0	0	73763	0	0	0	0	575305	0	0	0	11964738	0
FFQ	15	0	0	306	0	0	0	0	0	0	0	0	0	0	0	287342	0	0	0	0	0	0	39189	0	0	0	0	0	76631	0	0	0	0	579092	0	0	0	11948125	0
FFQ	16	0	0	410	0	0	0	0	0	0	0	0	0	0	0	284679	0	0	0	0	0	0	38183	0	0	0	0	0	76718	0	0	0	0	578793	0	0	0	11944457	0
FFQ	17	0	0	41	0	0	0	0	0	0	0	0	0	0	0	289854	0	0	0	0	0	0	38382	0	0	0	0	0	78057	0	0	0	0	583915	0	0	0	11925410	0
FFQ	18	0	0	74	0	0	0	0	0	0	0	0	0	0	0	287266	0	0	0	0	0	0	35604	0	0	0	0	0	79471	0	0	0	0	581999	0	0	0	11923859	0
FFQ	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	291312	0	0	0	0	0	0	33681	0	0	0	0	0	79872	0	0	0	0	581655	0	0	0	11914249	0
FFQ	20	0	0	10	0	0	0	0	0	0	0	0	0	0	0	293813	0	0	0	0	0	0	32854	0	0	0	0	0	81752	0	0	0	0	586684	0	0	0	11898231	0
FFQ	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294913	0	0	0	0	0	0	31361	0	0	0	0	0	81823	0	0	0	0	589993	0	0	0	11887835	0
FFQ	22	0	0	60	0	0	0	0	0	0	0	0	0	0	0	303791	0	0	0	0	0	0	30780	0	0	0	0	0	82572	0	0	0	0	599272	0	0	0	11861946	0
FFQ	23	0	0	102	0	0	0	0	0	0	0	0	0	0	0	304994	0	0	0	0	0	0	27368	0	0	0	0	0	94188	0	0	0	0	610178	0	0	0	11834118	0
FFQ	24	0	0	21	0	0	0	0	0	0	0	0	0	0	0	317140	0	0	0	0	0	0	30478	0	0	0	0	0	88053	0	0	0	0	600732	0	0	0	11826871	0
FFQ	25	0	0	61	0	0	0	0	0	0	0	0	0	0	0	313408	0	0	0	0	0	0	29465	0	0	0	0	0	94964	0	0	0	0	604376	0	0	0	11813332	0
FFQ	26	0	0	24	0	0	0	0	0	0	0	0	0	0	0	319017	0	0	0	0	0	0	32017	0	0	0	0	0	91326	0	0	0	0	599265	0	0	0	11805861	0
FFQ	27	0	0	18	0	0	0	0	0	0	0	0	0	0	0	315136	0	0	0	0	0	0	31560	0	0	0	0	0	89101	0	0	0	0	594376	0	0	0	11809719	0
FFQ	28	0	0	46	0	0	0	0	0	0	0	0	0	0	0	318295	0	0	0	0	0	0	36247	0	0	0	0	0	95237	0	0	0	0	589256	0	0	0	11792943	0
FFQ	29	0	0	70	0	0	0	0	0	0	0	0	0	0	0	316194	0	0	0	0	0	0	39439	0	0	0	0	0	94142	0	0	0	0	574912	0	0	0	11799584	0
FFQ	30	0	0	53	0	0	0	0	0	0	0	0	0	0	0	317833	0	0	0	0	0	0	43505	0	0	0	0	0	95662	0	0	0	0	571581	0	0	0	11787746	0
FFQ	31	0	0	42	0	0	0	0	0	0	0	0	0	0	0	322283	0	0	0	0	0	0	47490	0	0	0	0	0	102613	0	0	0	0	571157	0	0	0	11741279	0
FFQ	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326844	0	0	0	0	0	0	52514	0	0	0	0	0	112155	0	0	0	0	573602	0	0	0	11684682	0
FFQ	33	0	0	111	0	0	0	0	0	0	0	0	0	0	0	327350	0	0	0	0	0	0	60127	0	0	0	0	0	118998	0	0	0	0	562918	0	0	0	11640735	0
FFQ	34	0	0	161	0	0	0	0	0	0	0	0	0	0	0	333221	0	0	0	0	0	0	66842	0	0	0	0	0	127699	0	0	0	0	555787	0	0	0	11583722	0
FFQ	35	0	0	311	0	0	0	0	0	0	0	0	0	0	0	327685	0	0	0	0	0	0	70746	0	0	0	0	0	135217	0	0	0	0	552198	0	0	0	11535593	0
FFQ	36	0	0	30	0	0	0	0	0	0	0	0	0	0	0	326700	0	0	0	0	0	0	73566	0	0	0	0	0	137978	0	0	0	0	545084	0	0	0	11486998	0
FFQ	37	0	0	57	0	0	0	0	0	0	0	0	0	0	0	326773	0	0	0	0	0	0	77427	0	0	0	0	0	145422	0	0	0	0	543722	0	0	0	11421286	0
FFQ	38	0	0	4	0	0	0	0	0	0	0	0	0	0	0	323970	0	0	0	0	0	0	80079	0	0	0	0	0	150109	0	0	0	0	546217	0	0	0	11353757	0
FFQ	39	0	0	19	0	0	0	0	0	0	0	0	0	0	0	327000	0	0	0	0	0	0	83863	0	0	0	0	0	156926	0	0	0	0	562153	0	0	0	11261299	0
FFQ	40	0	0	13	0	0	0	0	0	0	0	0	0	0	0	328926	0	0	0	0	0	0	85264	0	0	0	0	0	165436	0	0	0	0	582489	0	0	0	11159966	0
